scenario_label,Algoritmo proprio (Aging+Rajada Estimada),FCFS,Prioridade,Round Robin
Aleatorio equilibrado,37.897 +/- 0.328,43.121 +/- 0.377,7.401 +/- 0.230,71.650 +/- 0.489
CPU-bound,54.996 +/- 0.317,56.619 +/- 0.348,15.749 +/- 0.327,77.211 +/- 0.525
I/O-bound,70.126 +/- 0.357,70.265 +/- 0.358,70.138 +/- 0.357,71.015 +/- 0.356
Prioridades desbalanceadas,37.997 +/- 0.347,42.881 +/- 0.391,7.624 +/- 0.245,71.602 +/- 0.500
