scenario_label,Algoritmo proprio (Aging+Rajada Estimada),FCFS,Prioridade,Round Robin
Aleatorio equilibrado,36.401 +/- 0.352,44.877 +/- 0.422,10.675 +/- 0.330,62.407 +/- 0.380
CPU-bound,54.588 +/- 0.312,56.621 +/- 0.349,18.012 +/- 0.361,62.331 +/- 0.377
I/O-bound,68.407 +/- 0.358,68.452 +/- 0.358,68.417 +/- 0.358,68.812 +/- 0.358
Prioridades desbalanceadas,36.239 +/- 0.386,44.481 +/- 0.427,11.198 +/- 0.346,62.376 +/- 0.389
