scenario,scenario_label,algorithm,algorithm_label,metric,metric_label,mean,ci95,n_seeds,n_processes,quantum,context_switch_cost,io_devices
io_bound,I/O-bound,0.05,0.05,avg_slowdown,Slowdown medio (auxiliar),2.867802851,0.021783496121350117,1000,1000,4,1,1
io_bound,I/O-bound,0.5,0.5,avg_slowdown,Slowdown medio (auxiliar),2.869651708,0.0218013281321665,1000,1000,4,1,1
io_bound,I/O-bound,0.005,0.005,avg_turnaround,Turnaround medio,143.036679,1.133153159381888,1000,1000,4,1,1
io_bound,I/O-bound,0.05,0.05,avg_turnaround,Turnaround medio,143.04599900000002,1.1331929116784736,1000,1000,4,1,1
io_bound,I/O-bound,0.5,0.5,avg_turnaround,Turnaround medio,143.16559399999997,1.1342949704877772,1000,1000,4,1,1
io_bound,I/O-bound,0.005,0.005,avg_turnaround_high_priority,Turnaround medio -- prioridade alta (<=3),141.02246292799998,1.1665466562060849,1000,1000,4,1,1
io_bound,I/O-bound,0.05,0.05,avg_turnaround_high_priority,Turnaround medio -- prioridade alta (<=3),141.02574358999996,1.1662140009110504,1000,1000,4,1,1
io_bound,I/O-bound,0.5,0.5,avg_turnaround_high_priority,Turnaround medio -- prioridade alta (<=3),141.353961753,1.168460891248393,1000,1000,4,1,1
io_bound,I/O-bound,0.005,0.005,avg_turnaround_low_priority,Turnaround medio -- prioridade baixa (>=8),145.549018927,1.1732233649110266,1000,1000,4,1,1
io_bound,I/O-bound,0.05,0.05,avg_turnaround_low_priority,Turnaround medio -- prioridade baixa (>=8),145.567755914,1.17370967371077,1000,1000,4,1,1
io_bound,I/O-bound,0.5,0.5,avg_turnaround_low_priority,Turnaround medio -- prioridade baixa (>=8),145.185090462,1.17109716362307,1000,1000,4,1,1
io_bound,I/O-bound,0.005,0.005,context_switches,Trocas de contexto,5499.319,3.3568950301112466,1000,1000,4,1,1
io_bound,I/O-bound,0.05,0.05,context_switches,Trocas de contexto,5499.319,3.3568950301112466,1000,1000,4,1,1
io_bound,I/O-bound,0.5,0.5,context_switches,Trocas de contexto,5499.319,3.3568950301112466,1000,1000,4,1,1
io_bound,I/O-bound,0.005,0.005,jain_slowdown,Indice de Jain do slowdown (%),70.120192528,0.3569182842681078,1000,1000,4,1,1
io_bound,I/O-bound,0.05,0.05,jain_slowdown,Indice de Jain do slowdown (%),70.12642986,0.35693750762914467,1000,1000,4,1,1
io_bound,I/O-bound,0.5,0.5,jain_slowdown,Indice de Jain do slowdown (%),70.193491198,0.35773873827030567,1000,1000,4,1,1
priority_skew,Prioridades desbalanceadas,0.005,0.005,avg_slowdown,Slowdown medio (auxiliar),7.347205315999999,0.16819183120218986,1000,1000,4,1,1
